Состояние,Бренд,Модель,Процессор,Оперативная память (ГБ),Частота процессора,Количество ядер,Диагональ (дюйм),Разрешение экрана,Тип матрицы,Видеокарта,Тип,Назначение,Накопитель,Объем накопителя,ОС,Цвет,Емкость батареи,Доставка,Title,Link,Price
Б/у,Xiaomi,,Intel Core i7,16,Более 3 ГГц,4,15.6,Full HD (1920x1080),IPS,,Ноутбук,,SSD,512 ГБ,Windows,,,,Ноутбук-MI -для программирования -модель-TM1802-D -процессор-core,https://lalafo.kg/osh/ads/noutbuk-mi-dla-programmirovania-model-tm1802-d-processor-core-id-89438333,58 000 KGS
Новый,Lenovo,,AMD Ryzen 5,,,12,,,,,Ноутбук,Игровой,,,,,,Самовывоз,Ноутбук Lenovo ideapad Gaming 3 gtx1650 / Ryzen 5-5600H / 120hz,https://lalafo.kg/bishkek/ads/noutbuk-lenovo-ideapad-gaming-3-gtx1650-ryzen-5-5600h-120hz-id-96518589,110 000 KGS
Новый,MSI,GF63,Intel Core i5,32,Более 3 ГГц,12,15.6,Full HD (1920x1080),IPS,NVIDIA GeForce GTX 1650 Max-Q,Ноутбук,Игровой,HDD + SSD,более 1 ТБ,Windows,Красный,,Самовывоз,"MSI GF63, Intel Core i5, 32 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/msi-gf63-intel-core-i5-32-gb-ozu-156-id-63105395,99 500 KGS
Б/у,Asus,,Intel Core i3,4,2.0 - 2.4 ГГц,,,,,,Ноутбук,"Для работы, учебы",HDD,512 ГБ,Windows,Черный,,Самовывоз,"Asus Intel Core i3, 4 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/asus-intel-core-i3-4-gb-ozu-id-98037007,23 000 KGS
Б/у,Asus,X455L,Intel Core i5,4,2.0 - 2.4 ГГц,4,15,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Asus X455L, Intel Core i5, 4 ГБ ОЗУ, 15 """,https://lalafo.kg/bishkek/ads/asus-x455l-intel-core-i5-4-gb-ozu-15-id-75690031,26 000 KGS
Б/у,Acer,PEW 71,Intel Core i3,8,2.0 - 2.4 ГГц,2,15.6,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Acer PEW 71, Intel Core i3, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-pew-71-intel-core-i3-8-gb-ozu-156-id-78863793,12 000 KGS
Новый,Acer,,AMD A6,,,6,,,,,Ноутбук,Игровой,,,,,,Платная доставка,"Ремонт,скупка, продажа ноутбуки, компьютеры и аксессуары",https://lalafo.kg/bishkek/ads/remontskupka-prodaza-noutbuki-komputery-i-aksessuary-id-96174642,Договорная
Б/у,Apple,,Intel Core i5,4,2.0 - 2.4 ГГц,2,13.3,2K (2560х1600),,,Ноутбук,"Для работы, учебы",SSD,128 ГБ,Mac OS,Белый,,Платная доставка,"Apple Intel Core i5, 4 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/apple-intel-core-i5-4-gb-ozu-133-id-86091500,38 000 KGS
Б/у,Toshiba,portege r830,Intel Core i5,4,2.5 - 2.9 ГГц,,13.3,HD (1366x768),,,Ноутбук,"Для работы, учебы",HDD,,Windows,Черный,,Самовывоз,"Toshiba portege r830, Intel Core i5, 4 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/toshiba-portege-r830-intel-core-i5-4-gb-ozu-133-id-92711951,15 000 KGS
Б/у,Asus,,,2,,2,,,,,Ноутбук,,,,Windows,Коричневый,,,Asus 2 ГБ ОЗУ,https://lalafo.kg/bishkek/ads/asus-2-gb-ozu-id-99555474,9 500 KGS
Б/у,Acer,N16C1,Intel Core i5,6,2.5 - 2.9 ГГц,4,14,Full HD (1920х1200),AMOLED,Другая видеокарта,Ноутбук,Игровой,HDD + SSD,128 ГБ,Windows,Черный,4000 - 5000 мАч,Самовывоз,"Acer N16C1, Intel Core i5, 6 ГБ ОЗУ, 14 """,https://lalafo.kg/bishkek/ads/acer-n16c1-intel-core-i5-6-gb-ozu-14-id-99060428,34 000 KGS
Б/у,Lenovo,T440p,Intel Core i5,4,Более 3 ГГц,4,14,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,Игровой,SSD,512 ГБ,Другая ОС,Черный,5000 - 6000 мАч,Самовывоз,"Lenovo T440p, Intel Core i5, 4 ГБ ОЗУ, 14 """,https://lalafo.kg/bishkek/ads/lenovo-t440p-intel-core-i5-4-gb-ozu-14-id-80417483,16 000 KGS
Новый,Lenovo,,AMD Ryzen 5,8,Более 3 ГГц,6,15.6,Full HD (1920х1200),IPS,NVIDIA GeForce RTX 3050 Ti,Ноутбук,Игровой,SSD,512 ГБ,Windows,Черный,,Самовывоз,"Lenovo AMD Ryzen 5, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/lenovo-amd-ryzen-5-8-gb-ozu-156-id-99553378,1 100 USD
Б/у,Samsung,,Intel Core i3,4,2.5 - 2.9 ГГц,4,17.3,Full HD (1920x1080),,,Ноутбук,Игровой,,512 ГБ,Windows,Черный,,Самовывоз,"Samsung Intel Core i3, 4 ГБ ОЗУ, 17.3 """,https://lalafo.kg/tokmak/ads/samsung-intel-core-i3-4-gb-ozu-173-id-89351582,14 000 KGS
Б/у,MSI,,Intel Core i5,,,Более 64,,Full HD (1920x1080),,NVIDIA GeForce GTX 1050,Ноутбук,Игровой,HDD + SSD,256 ГБ,Windows,Черный,,Самовывоз,MSI Intel Core i5,https://lalafo.kg/osh/ads/msi-intel-core-i5-id-93382082,48 000 KGS
Б/у,Asus,,AMD A4,4,,,,,,,Ноутбук,"Для работы, учебы",,,,Черный,,Самовывоз,"Asus AMD A4, 4 ГБ ОЗУ",https://lalafo.kg/ges-5/ads/asus-amd-a4-4-gb-ozu-id-99294926,10 000 KGS
Б/у,Acer,NITRO 5,,16,Более 3 ГГц,4,15.6,,,,,Игровой,HDD,1 ТБ,,Черный,,,"Acer NITRO 5, 16 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-nitro-5-16-gb-ozu-156-id-97728941,45 000 KGS
Б/у,Acer,DESKTOP,,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,,Самовывоз,"Acer DESKTOP, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-desktop-4-gb-ozu-156-id-83547180,15 500 KGS
,Acer,,,,,,,,,,,,,,,Черный,,Самовывоз,Acer,https://lalafo.kg/tokmak/ads/acer-id-99486829,Договорная
Б/у,Apple,макбук про,Intel Core i7,8,,4,13.3,,,,Ноутбук,Игровой,,256 ГБ,Mac OS,,,Самовывоз,"Куплю макбук про, желательно 2016-года и выше, память 256 и выше, с",https://lalafo.kg/bishkek/ads/kuplu-makbuk-pro-zelatelno-2016-goda-i-vyse-pamat-256-i-vyse-s-id-96101990,60 KGS
Б/у,Asus,,AMD Ryzen 7,,Более 3 ГГц,4,15.6,Full HD (1920x1080),IPS,,Ноутбук,"Для работы, учебы",SSD,256 ГБ,Windows,Серый,,Самовывоз,"Asus AMD Ryzen 7, 15.6 """,https://lalafo.kg/bishkek/ads/asus-amd-ryzen-7-156-id-85591625,640 USD
,Apple,,Intel Core i5,8,,,,,,,,"Для работы, учебы",,,,,,Самовывоз,Куплю ноутбук,https://lalafo.kg/selektsyonnoe/ads/kuplu-noutbuk-id-80450156,Договорная
Б/у,Apple,,Intel Core i5,,,4,,,,,Ультрабук,,,,,,,,"Куплю MacBook в любом состоянии, любого года Все предложения в Востап",https://lalafo.kg/bishkek/ads/kuplu-macbook-v-lubom-sostoanii-lubogo-goda-vse-predlozenia-v-vostap-id-61051297,178 000 KGS
Б/у,Lenovo,,Intel Core i3,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,до 128 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Lenovo Intel Core i3, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/lenovo-intel-core-i3-4-gb-ozu-156-id-75690086,23 000 KGS
Новый,HP,Laptop ,Intel Core i3,16,2.0 - 2.4 ГГц,8,15.6,Full HD (1920x1080),IPS,,Ноутбук,Игровой,SSD,256 ГБ,Windows,Серебристый,5000 - 6000 мАч,Бесплатная доставка,"HP Laptop Intel Core i3, 16 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/hp-laptop-intel-core-i3-16-gb-ozu-156-id-98130776,55 000 KGS
Б/у,Apple,,,4,,2,13.1 - 14.0,,,,Ноутбук,"Для работы, учебы",,,,,,Самовывоз,MacBook Pro заменить надо аккумулятор . звонить и писать только на,https://lalafo.kg/kara-balta/ads/macbook-pro-zamenit-nado-akkumulator-zvonit-i-pisat-tolko-na-id-89056550,16 000 KGS
Б/у,Asus,ASUS,AMD Ryzen 5,8,Более 3 ГГц,12,15.6,Другое разрешение экрана,IPS,NVIDIA GeForce GTX 1650,Ноутбук,Игровой,SSD,512 ГБ,Windows,Черный,6000 - 7000 мАч,Самовывоз,"Asus ASUS, AMD Ryzen 5, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/asus-asus-amd-ryzen-5-8-gb-ozu-156-id-99670281,72 000 KGS
Б/у,Xiaomi,,Intel Core i7,16,Более 3 ГГц,4,15.6,Full HD (1920x1080),IPS,,Ноутбук,,SSD,512 ГБ,Windows,,,,Ноутбук-MI -для программирования -модель-TM1802-D -процессор-core,https://lalafo.kg/osh/ads/noutbuk-mi-dla-programmirovania-model-tm1802-d-processor-core-id-89438333,58 000 KGS
Новый,Lenovo,,AMD Ryzen 5,,,12,,,,,Ноутбук,Игровой,,,,,,Самовывоз,Ноутбук Lenovo ideapad Gaming 3 gtx1650 / Ryzen 5-5600H / 120hz,https://lalafo.kg/bishkek/ads/noutbuk-lenovo-ideapad-gaming-3-gtx1650-ryzen-5-5600h-120hz-id-96518589,110 000 KGS
Новый,MSI,GF63,Intel Core i5,32,Более 3 ГГц,12,15.6,Full HD (1920x1080),IPS,NVIDIA GeForce GTX 1650 Max-Q,Ноутбук,Игровой,HDD + SSD,более 1 ТБ,Windows,Красный,,Самовывоз,"MSI GF63, Intel Core i5, 32 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/msi-gf63-intel-core-i5-32-gb-ozu-156-id-63105395,99 500 KGS
Б/у,Acer,DESKTOP,,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,,Самовывоз,"Acer DESKTOP, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-desktop-4-gb-ozu-156-id-83547180,15 500 KGS
Б/у,Apple,макбук про,Intel Core i7,8,,4,13.3,,,,Ноутбук,Игровой,,256 ГБ,Mac OS,,,Самовывоз,"Куплю макбук про, желательно 2016-года и выше, память 256 и выше, с",https://lalafo.kg/bishkek/ads/kuplu-makbuk-pro-zelatelno-2016-goda-i-vyse-pamat-256-i-vyse-s-id-96101990,60 KGS
Б/у,Asus,,AMD Ryzen 7,,Более 3 ГГц,4,15.6,Full HD (1920x1080),IPS,,Ноутбук,"Для работы, учебы",SSD,256 ГБ,Windows,Серый,,Самовывоз,"Asus AMD Ryzen 7, 15.6 """,https://lalafo.kg/bishkek/ads/asus-amd-ryzen-7-156-id-85591625,640 USD
,Apple,,Intel Core i5,8,,,,,,,,"Для работы, учебы",,,,,,Самовывоз,Куплю ноутбук,https://lalafo.kg/selektsyonnoe/ads/kuplu-noutbuk-id-80450156,Договорная
Б/у,Apple,,Intel Core i5,,,4,,,,,Ультрабук,,,,,,,,"Куплю MacBook в любом состоянии, любого года Все предложения в Востап",https://lalafo.kg/bishkek/ads/kuplu-macbook-v-lubom-sostoanii-lubogo-goda-vse-predlozenia-v-vostap-id-61051297,178 000 KGS
Б/у,Asus,,Intel Core i3,4,,4,15.6,,,,Ноутбук,Игровой,HDD,,Windows,,,Самовывоз,Срочно продаю 4 ядерный игровой ноутбук с видеокартой. Процессор i3,https://lalafo.kg/bishkek/ads/srocno-prodau-4-adernyj-igrovoj-noutbuk-s-videokartoj-processor-i3-id-96993701,8 500 KGS
Б/у,Acer,e5-576g,Intel Core i7,8,2.5 - 2.9 ГГц,2,,Другое разрешение экрана,,,Ноутбук,"Для работы, учебы",HDD + SSD,512 ГБ,Windows,Черный,,Самовывоз,"Acer e5-576g, Intel Core i7, 8 ГБ ОЗУ",https://lalafo.kg/osh/ads/acer-e5-576g-intel-core-i7-8-gb-ozu-id-99568326,48 000 KGS
,HP,,,,,,,,,,,,,,,,,,"Не рабочий ноутбук, продам на запчасти. ( экран не работает)",https://lalafo.kg/bishkek/ads/ne-rabocij-noutbuk-prodam-na-zapcasti-ekran-ne-rabotaet-id-97155020,Договорная
,Asus,,,,2.0 - 2.4 ГГц,,,,,,Ноутбук,Игровой,HDD + SSD,512 ГБ,,Серебристый,,,Asus,https://lalafo.kg/bishkek/ads/asus-id-99052068,12 000 KGS
Б/у,Lenovo,yoga 360,Intel Core i7,16,2.5 - 2.9 ГГц,4,13.3,Full HD (1920x1080),IPS,Другая видеокарта,Ультрабук,"Для работы, учебы",SSD,256 ГБ,Windows,Черный,3500 - 4000 мАч,Самовывоз,"Lenovo yoga 360, Intel Core i7, 16 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/lenovo-yoga-360-intel-core-i7-16-gb-ozu-133-id-61991378,62 000 KGS
Б/у,Asus,,Intel Core i3,4,2.0 - 2.4 ГГц,,,,,,Ноутбук,"Для работы, учебы",HDD,512 ГБ,Windows,Черный,,Самовывоз,"Asus Intel Core i3, 4 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/asus-intel-core-i3-4-gb-ozu-id-98037007,23 000 KGS
Б/у,Asus,X455L,Intel Core i5,4,2.0 - 2.4 ГГц,4,15,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Asus X455L, Intel Core i5, 4 ГБ ОЗУ, 15 """,https://lalafo.kg/bishkek/ads/asus-x455l-intel-core-i5-4-gb-ozu-15-id-75690031,26 000 KGS
Б/у,Acer,PEW 71,Intel Core i3,8,2.0 - 2.4 ГГц,2,15.6,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Acer PEW 71, Intel Core i3, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-pew-71-intel-core-i3-8-gb-ozu-156-id-78863793,12 000 KGS
Новый,Acer,,AMD A6,,,6,,,,,Ноутбук,Игровой,,,,,,Платная доставка,"Ремонт,скупка, продажа ноутбуки, компьютеры и аксессуары",https://lalafo.kg/bishkek/ads/remontskupka-prodaza-noutbuki-komputery-i-aksessuary-id-96174642,Договорная
Б/у,Apple,,Intel Core i5,4,2.0 - 2.4 ГГц,2,13.3,2K (2560х1600),,,Ноутбук,"Для работы, учебы",SSD,128 ГБ,Mac OS,Белый,,Платная доставка,"Apple Intel Core i5, 4 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/apple-intel-core-i5-4-gb-ozu-133-id-86091500,38 000 KGS
Б/у,Lenovo,l560,Intel Core i7,8,2.5 - 2.9 ГГц,4,15.4,Full HD (1920x1080),IPS,Другая видеокарта,Ноутбук,"Для работы, учебы",SSD,256 ГБ,Windows,Черный,4000 - 5000 мАч,Самовывоз,"Lenovo l560, Intel Core i7, 8 ГБ ОЗУ, 15.4 """,https://lalafo.kg/bishkek/ads/lenovo-l560-intel-core-i7-8-gb-ozu-154-id-66587449,49 000 KGS
Б/у,Lenovo,x1 carbon,Intel Core i5,8,2.5 - 2.9 ГГц,4,13.3,Full HD (1920x1080),IPS,Другая видеокарта,Ультрабук,"Для работы, учебы",SSD,256 ГБ,Windows,Черный,3500 - 4000 мАч,Самовывоз,"Lenovo x1 carbon, Intel Core i5, 8 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/lenovo-x1-carbon-intel-core-i5-8-gb-ozu-133-id-61021707,46 000 KGS
Б/у,HP,,Intel Core i5,8,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,"Для работы, учебы",HDD,512 ГБ,Windows,Серебристый,3500 - 4000 мАч,Самовывоз,"HP Intel Core i5, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/hp-intel-core-i5-8-gb-ozu-156-id-99549297,31 000 KGS
Б/у,Другой бренд ноутбука,,,,,,,,,,Ноутбук,Игровой,,,,,,Самовывоз,Продажа ноутбуков от 8000 до 46000 сом. продажа ноутбуков. продаю,https://lalafo.kg/bishkek/ads/prodaza-noutbukov-ot-8000-do-46000-som-prodaza-noutbukov-prodau-id-90045803,Договорная
Б/у,Lenovo,THINKPAD x1,Intel Core i7,16,2.0 - 2.4 ГГц,4,13.3,Full HD (1920x1080),IPS,Другая видеокарта,Ультрабук,"Для работы, учебы",SSD,512 ГБ,Windows,Черный,3500 - 4000 мАч,Самовывоз,"Lenovo THINKPAD x1, Intel Core i7, 16 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/lenovo-thinkpad-x1-intel-core-i7-16-gb-ozu-133-id-62256416,65 000 KGS
Б/у,Asus,VIVOBOOK,AMD Ryzen 3,8,,,,,,,Ультрабук,"Для работы, учебы",,256 ГБ,Windows,Серый,,,"Asus VIVOBOOK, AMD Ryzen 3, 8 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/asus-vivobook-amd-ryzen-3-8-gb-ozu-id-91850957,42 000 KGS
Б/у,Lenovo,,Intel Core i3,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,до 128 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Lenovo Intel Core i3, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/lenovo-intel-core-i3-4-gb-ozu-156-id-75690086,23 000 KGS
Новый,HP,Laptop ,Intel Core i3,16,2.0 - 2.4 ГГц,8,15.6,Full HD (1920x1080),IPS,,Ноутбук,Игровой,SSD,256 ГБ,Windows,Серебристый,5000 - 6000 мАч,Бесплатная доставка,"HP Laptop Intel Core i3, 16 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/hp-laptop-intel-core-i3-16-gb-ozu-156-id-98130776,55 000 KGS
Б/у,Apple,,,4,,2,13.1 - 14.0,,,,Ноутбук,"Для работы, учебы",,,,,,Самовывоз,MacBook Pro заменить надо аккумулятор . звонить и писать только на,https://lalafo.kg/kara-balta/ads/macbook-pro-zamenit-nado-akkumulator-zvonit-i-pisat-tolko-na-id-89056550,16 000 KGS
Б/у,Asus,ASUS,AMD Ryzen 5,8,Более 3 ГГц,12,15.6,Другое разрешение экрана,IPS,NVIDIA GeForce GTX 1650,Ноутбук,Игровой,SSD,512 ГБ,Windows,Черный,6000 - 7000 мАч,Самовывоз,"Asus ASUS, AMD Ryzen 5, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/asus-asus-amd-ryzen-5-8-gb-ozu-156-id-99670281,72 000 KGS
Б/у,Xiaomi,,Intel Core i7,16,Более 3 ГГц,4,15.6,Full HD (1920x1080),IPS,,Ноутбук,,SSD,512 ГБ,Windows,,,,Ноутбук-MI -для программирования -модель-TM1802-D -процессор-core,https://lalafo.kg/osh/ads/noutbuk-mi-dla-programmirovania-model-tm1802-d-processor-core-id-89438333,58 000 KGS
Новый,Lenovo,,AMD Ryzen 5,,,12,,,,,Ноутбук,Игровой,,,,,,Самовывоз,Ноутбук Lenovo ideapad Gaming 3 gtx1650 / Ryzen 5-5600H / 120hz,https://lalafo.kg/bishkek/ads/noutbuk-lenovo-ideapad-gaming-3-gtx1650-ryzen-5-5600h-120hz-id-96518589,110 000 KGS
Новый,MSI,GF63,Intel Core i5,32,Более 3 ГГц,12,15.6,Full HD (1920x1080),IPS,NVIDIA GeForce GTX 1650 Max-Q,Ноутбук,Игровой,HDD + SSD,более 1 ТБ,Windows,Красный,,Самовывоз,"MSI GF63, Intel Core i5, 32 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/msi-gf63-intel-core-i5-32-gb-ozu-156-id-63105395,99 500 KGS
Б/у,Asus,,Intel Core i3,4,2.0 - 2.4 ГГц,,,,,,Ноутбук,"Для работы, учебы",HDD,512 ГБ,Windows,Черный,,Самовывоз,"Asus Intel Core i3, 4 ГБ ОЗУ",https://lalafo.kg/bishkek/ads/asus-intel-core-i3-4-gb-ozu-id-98037007,23 000 KGS
Б/у,Asus,X455L,Intel Core i5,4,2.0 - 2.4 ГГц,4,15,HD (1366x768),IPS,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Asus X455L, Intel Core i5, 4 ГБ ОЗУ, 15 """,https://lalafo.kg/bishkek/ads/asus-x455l-intel-core-i5-4-gb-ozu-15-id-75690031,26 000 KGS
Б/у,Acer,PEW 71,Intel Core i3,8,2.0 - 2.4 ГГц,2,15.6,HD (1366x768),Другой тип матрицы,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,5000 - 6000 мАч,Самовывоз,"Acer PEW 71, Intel Core i3, 8 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-pew-71-intel-core-i3-8-gb-ozu-156-id-78863793,12 000 KGS
Новый,Acer,,AMD A6,,,6,,,,,Ноутбук,Игровой,,,,,,Платная доставка,"Ремонт,скупка, продажа ноутбуки, компьютеры и аксессуары",https://lalafo.kg/bishkek/ads/remontskupka-prodaza-noutbuki-komputery-i-aksessuary-id-96174642,Договорная
Б/у,Apple,,Intel Core i5,4,2.0 - 2.4 ГГц,2,13.3,2K (2560х1600),,,Ноутбук,"Для работы, учебы",SSD,128 ГБ,Mac OS,Белый,,Платная доставка,"Apple Intel Core i5, 4 ГБ ОЗУ, 13.3 """,https://lalafo.kg/bishkek/ads/apple-intel-core-i5-4-gb-ozu-133-id-86091500,38 000 KGS
Б/у,Acer,DESKTOP,,4,2.0 - 2.4 ГГц,4,15.6,HD (1366x768),,Другая видеокарта,Ноутбук,Игровой,HDD,512 ГБ,Windows,Черный,,Самовывоз,"Acer DESKTOP, 4 ГБ ОЗУ, 15.6 """,https://lalafo.kg/bishkek/ads/acer-desktop-4-gb-ozu-156-id-83547180,15 500 KGS
Б/у,Lenovo,l560,Intel Core i7,8,2.5 - 2.9 ГГц,4,15.4,Full HD (1920x1080),IPS,Другая видеокарта,Ноутбук,"Для работы, учебы",SSD,256 ГБ,Windows,Черный,4000 - 5000 мАч,Самовывоз,"Lenovo l560, Intel Core i7, 8 ГБ ОЗУ, 15.4 """,https://lalafo.kg/bishkek/ads/lenovo-l560-intel-core-i7-8-gb-ozu-154-id-66587449,49 000 KGS
